ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
671	"ENSMUSG00000032058"	"Ppp2r1b"	chr9	+	50861292	50861464	50861530	50861763	50858850	50858951	50862365	50862513
672	"ENSMUSG00000031085"	"Acte1"	chr7	+	143870207	143870389	143871732	143871861	143869154	143869295	143881165	143881276
673	"ENSMUSG00000031085"	"Acte1"	chr7	+	143881637	143881716	143883589	143884008	143881165	143881276	143891659	143891821
674	"ENSMUSG00000031085"	"Acte1"	chr7	+	143881637	143881716	143883923	143884008	143881165	143881276	143891659	143891821
675	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70017072	70017191	70018679	70018818	70016818	70016923	70019388	70019515
676	"ENSMUSG00000038535"	"Zfp280d"	chr9	+	72339615	72340339	72351524	72351570	72339011	72339048	72360285	72360341
677	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45782801	45782960	45785268	45785325	45775588	45775703	45789975	45790025
678	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45783542	45783626	45785268	45785325	45782801	45782960	45789975	45790025
679	"ENSMUSG00000035934"	"Pknox2"	chr9	-	36954692	36954832	36968377	36968486	36936320	36936492	36987167	36987272
680	"ENSMUSG00000033577"	"Myo6"	chr9	+	80293526	80293553	80293944	80293974	80292356	80292517	80296642	80296681
681	"ENSMUSG00000032359"	"Ctsh"	chr9	+	90061394	90061476	90061501	90061624	90060478	90060510	90062716	90062787
682	"ENSMUSG00000032359"	"Ctsh"	chr9	+	90061394	90061476	90061518	90061624	90060478	90060510	90062716	90062787
683	"ENSMUSG00000052752"	"Traf7"	chr17	-	24514712	24514829	24516504	24516596	24514124	24514217	24518741	24518799
684	"ENSMUSG00000052752"	"Traf7"	chr17	-	24514712	24514829	24516504	24516599	24514124	24514217	24518741	24518799
685	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96223093	96223198	96232681	96232748	96202130	96202188	96273838	96273942
686	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96232681	96232748	96247049	96247088	96223093	96223198	96273838	96273942
687	"ENSMUSG00000078812"	"Eif5a"	chr11	-	69919448	69919478	69920340	69920434	69919150	69919336	69921162	69921386
688	"ENSMUSG00000099722"	"Gm29154"	chr9	-	103932071	103932163	103939451	103939545	103919406	103919876	103959322	103959419
689	"ENSMUSG00000099722"	"Gm29154"	chr9	-	103932071	103932163	103946840	103947009	103919718	103919876	103959322	103959419
690	"ENSMUSG00000099722"	"Gm29154"	chr9	-	103934774	103934847	103936778	103936993	103932071	103932163	103939451	103939545
691	"ENSMUSG00000099722"	"Gm29154"	chr9	-	103934774	103934867	103936778	103936993	103932071	103932163	103939451	103939545
692	"ENSMUSG00000099722"	"Gm29154"	chr9	-	103939451	103939491	103958293	103958422	103932071	103932163	103959322	103959419
693	"ENSMUSG00000099722"	"Gm29154"	chr9	-	103939451	103939545	103946840	103947009	103919718	103919876	103959322	103959419
694	"ENSMUSG00000099722"	"Gm29154"	chr9	-	103939451	103939545	103958293	103958422	103932071	103932163	103959322	103959419
695	"ENSMUSG00000099722"	"Gm29154"	chr9	-	103947535	103947726	103957431	103957509	103946840	103947009	103959322	103959419
696	"ENSMUSG00000099722"	"Gm29154"	chr9	-	103947564	103947726	103957431	103957509	103946840	103947009	103959322	103959419
697	"ENSMUSG00000099722"	"Gm29154"	chr9	-	103951881	103952088	103957431	103957509	103948658	103948726	103959322	103959419
698	"ENSMUSG00000023277"	"Twf2"	chr9	+	106212255	106212351	106212731	106212836	106211718	106211897	106212937	106213063
699	"ENSMUSG00000023262"	"Acy1"	chr9	-	106434684	106434829	106435095	106435169	106434529	106434598	106435467	106435524
700	"ENSMUSG00000029778"	"Adcyap1r1"	chr6	+	55487658	55487742	55491226	55491310	55484941	55485033	55494076	55494206
701	"ENSMUSG00000029778"	"Adcyap1r1"	chr6	+	55487658	55487742	55491229	55491310	55484941	55485033	55494076	55494206
702	"ENSMUSG00000056167"	"Cnot10"	chr9	-	114629006	114629157	114631821	114631983	114627392	114627535	114632676	114632771
703	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119348920	119349100	119349353	119349409	119348580	119348771	119349491	119349637
704	"ENSMUSG00000032297"	"Celf6"	chr9	+	59603807	59603870	59604129	59604210	59603447	59603597	59604299	59604443
705	"ENSMUSG00000032297"	"Celf6"	chr9	+	59603807	59603870	59604132	59604210	59603447	59603597	59604299	59604443
706	"ENSMUSG00000020859"	"Spag9"	chr11	+	94079198	94079210	94080739	94080754	94071564	94071686	94081339	94081397
707	"ENSMUSG00000020456"	"Ogdh"	chr11	+	6316764	6316855	6316977	6317080	6313787	6313979	6334532	6334648
708	"ENSMUSG00000007739"	"Cct4"	chr11	+	22994297	22994387	22995929	22996038	22993266	22993319	22996314	22996457
709	"ENSMUSG00000015214"	"Mtmr1"	chrX	+	71376886	71376910	71379013	71379064	71369798	71369904	71383199	71383275
710	"ENSMUSG00000015214"	"Mtmr1"	chrX	+	71377603	71377630	71379013	71379064	71376886	71376910	71383199	71383275
711	"ENSMUSG00000020380"	"Rad50"	chr11	-	53686149	53686307	53688094	53688277	53684125	53684301	53692112	53692319
712	"ENSMUSG00000020333"	"Acsl6"	chr11	+	54336935	54337013	54337070	54337148	54335051	54335125	54338411	54338546
713	"ENSMUSG00000020524"	"Gria1"	chr11	+	57309768	57309883	57310607	57310722	57289247	57289495	57317665	57317800
714	"ENSMUSG00000085936"	"2610307P16Rik"	chr13	-	28669781	28669994	28711116	28711208	28668369	28668704	28772618	28772666
715	"ENSMUSG00000061462"	"Obscn"	chr11	-	59129569	59129845	59130440	59130641	59128062	59128338	59131546	59131828
716	"ENSMUSG00000001039"	"B9d1"	chr11	+	61507627	61507739	61509071	61509168	61506343	61506412	61509469	61509532
717	"ENSMUSG00000020836"	"Coro6"	chr11	+	77467223	77467343	77467749	77467869	77466417	77466599	77468265	77468370
718	"ENSMUSG00000000631"	"Myo18a"	chr11	+	77822662	77822674	77823089	77823104	77821041	77821186	77823275	77823446
719	"ENSMUSG00000020716"	"Nf1"	chr11	+	79463232	79463295	79468113	79468154	79458770	79458906	79468716	79468875
720	"ENSMUSG00000025165"	"Sectm1a"	chr11	-	121069034	121069088	121069587	121069896	121068683	121068846	121075565	121075721
721	"ENSMUSG00000049676"	"Catsperg1"	chr7	-	29198348	29198408	29200116	29200254	29198112	29198220	29202263	29202435
722	"ENSMUSG00000038453"	"Srcin1"	chr11	-	97542533	97542557	97548879	97548978	97537043	97537239	97551676	97551978
723	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010626	98010646	98011342	98011497	98010295	98010376	98011865	98011942
724	"ENSMUSG00000017119"	"Nbr1"	chr11	+	101577193	101577251	101577931	101578037	101576302	101576409	101580584	101581951
725	"ENSMUSG00000025013"	"Tll2"	chr19	-	41120170	41120295	41121335	41121409	41117234	41117350	41128460	41128566
726	"ENSMUSG00000025786"	"Zdhhc3"	chr9	-	123089031	123089156	123098922	123098974	123084213	123084310	123100262	123100592
727	"ENSMUSG00000025786"	"Zdhhc3"	chr9	-	123090635	123091132	123098922	123098974	123089031	123089156	123100262	123100592
728	"ENSMUSG00000031816"	"Mthfsd"	chr8	-	121105573	121105687	121105717	121105831	121104391	121104505	121106869	121106973
729	"ENSMUSG00000031816"	"Mthfsd"	chr8	-	121105573	121105687	121105717	121105831	121104391	121104558	121106869	121106973
730	"ENSMUSG00000004110"	"Cacna1e"	chr1	-	154416060	154416157	154417949	154418046	154413975	154414081	154421027	154421155
731	"ENSMUSG00000004110"	"Cacna1e"	chr1	-	154450845	154450857	154452227	154452239	154448845	154448942	154465718	154465825
732	"ENSMUSG00000035958"	"Tdp2"	chr13	+	24832688	24832826	24836015	24836186	24832009	24832095	24836854	24836946
733	"ENSMUSG00000074813"	"Morrbid"	chr2	-	128196327	128196441	128238027	128238200	128195993	128196183	128330844	128331049
734	"ENSMUSG00000024642"	"Tle4"	chr19	-	14491782	14491799	14516358	14516375	14468151	14468271	14517771	14517973
735	"ENSMUSG00000021612"	"Slc6a18"	chr13	-	73666692	73666783	73666854	73666998	73666310	73666470	73668130	73668287
736	"ENSMUSG00000021612"	"Slc6a18"	chr13	-	73666692	73666783	73666854	73667059	73666310	73666470	73668130	73668287
