ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
17232	"ENSMUSG00000071176"	"Arhgef10"	chr8	+	14978436	14978523	14977547	14977669	14979799	14980026
17233	"ENSMUSG00000032040"	"Dcps"	chr9	-	35125166	35125343	35124411	35124844	35126306	35126417
17234	"ENSMUSG00000032041"	"Tirap"	chr9	-	35199210	35199319	35191573	35191696	35199856	35199928
17235	"ENSMUSG00000032041"	"Tirap"	chr9	-	35199220	35199319	35191573	35191696	35199856	35199970
17236	"ENSMUSG00000063652"	"Slc22a21"	chr11	-	53951706	53951842	53949964	53951355	53953000	53953183
17237	"ENSMUSG00000063652"	"Slc22a21"	chr11	-	53960282	53960437	53959203	53959375	53969499	53969603
17238	"ENSMUSG00000063652"	"Slc22a21"	chr11	-	53960282	53960621	53959203	53959375	53969499	53969603
17239	"ENSMUSG00000062762"	"Ei24"	chr9	-	36789779	36789925	36788192	36788253	36793239	36793349
17240	"ENSMUSG00000032118"	"Fez1"	chr9	+	36846787	36846861	36843777	36844017	36850346	36850446
17241	"ENSMUSG00000001729"	"Akt1"	chr12	-	112657067	112657196	112656776	112656991	112657267	112657393
17242	"ENSMUSG00000032122"	"Slc37a2"	chr9	-	37233052	37233109	37230315	37231656	37233309	37233374
17243	"ENSMUSG00000034303"	"Ccdc15"	chr9	-	37343883	37344033	37341409	37342621	37347737	37347923
17244	"ENSMUSG00000004933"	"Matk"	chr10	+	81258168	81258304	81257298	81257574	81258479	81258539
17245	"ENSMUSG00000004933"	"Matk"	chr10	+	81260088	81260182	81259586	81259806	81260907	81260973
17246	"ENSMUSG00000029337"	"Fgf5"	chr5	+	98261942	98262046	98254183	98254760	98275210	98277030
17247	"ENSMUSG00000011171"	"Vipr2"	chr12	+	116079893	116079947	116077765	116077893	116080032	116080132
17248	"ENSMUSG00000020435"	"Osbp2"	chr11	-	3717793	3717986	3717096	3717214	3722099	3722216
17249	"ENSMUSG00000094701"	"Olfr916"	chr9	-	38658678	38658757	38655051	38658406	38659624	38659875
17250	"ENSMUSG00000023186"	"Vwa5a"	chr9	+	38719257	38719333	38718267	38718387	38722372	38722430
17251	"ENSMUSG00000049926"	"Olfr921"	chr9	+	38773907	38773994	38773087	38773406	38775240	38778846
17252	"ENSMUSG00000022534"	"Mefv"	chr16	-	3708195	3708227	3707217	3708032	3708544	3708837
17253	"ENSMUSG00000097343"	"9030407P20Rik"	chr7	-	120676407	120676656	120673435	120675276	120677300	120677520
17254	"ENSMUSG00000049708"	"Olfr27"	chr9	+	39129694	39129777	39128130	39128221	39144086	39145037
17255	"ENSMUSG00000094970"	"Olfr943"	chr9	+	39179659	39179692	39166309	39166406	39184172	39192350
17256	"ENSMUSG00000094970"	"Olfr943"	chr9	+	39179662	39179692	39166309	39166406	39184172	39185124
17257	"ENSMUSG00000096555"	"Olfr944"	chr9	+	39209054	39209133	39208126	39208382	39217343	39218421
17258	"ENSMUSG00000008601"	"Rab25"	chr3	-	88547621	88547768	88545060	88545256	88548032	88548249
17259	"ENSMUSG00000025602"	"Zfp202"	chr9	+	40210440	40210560	40209766	40209896	40210895	40213189
17260	"ENSMUSG00000037921"	"Ddx60"	chr8	+	61928988	61929094	61928086	61928276	61939998	61940106
17261	"ENSMUSG00000037921"	"Ddx60"	chr8	+	61937770	61937874	61928088	61928276	61939998	61940106
17262	"ENSMUSG00000111858"	"Gm48277"	chr9	-	40557943	40558052	40557481	40557578	40559289	40560022
17263	"ENSMUSG00000041164"	"Zmiz2"	chr11	+	6390270	6390497	6389470	6389513	6395124	6395288
17264	"ENSMUSG00000041164"	"Zmiz2"	chr11	+	6398261	6398339	6397506	6397686	6398555	6398724
17265	"ENSMUSG00000004980"	"Hnrnpa2b1"	chr6	-	51461919	51462055	51461120	51461433	51463410	51463493
17266	"ENSMUSG00000004980"	"Hnrnpa2b1"	chr6	-	51464427	51464547	51464088	51464211	51465178	51465241
17267	"ENSMUSG00000004980"	"Hnrnpa2b1"	chr6	-	51467390	51467426	51467184	51467295	51469670	51469826
17268	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41393193	41393299	41376308	41376676	41402123	41402263
17269	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41393377	41393417	41393193	41393299	41402123	41402263
17270	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41393380	41393417	41393193	41393299	41402123	41402263
17271	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41468393	41468553	41402123	41402263	41528122	41528780
17272	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41475005	41475153	41402123	41402263	41488193	41488268
17273	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41478333	41478481	41475059	41475153	41528122	41528200
17274	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41487353	41487528	41474983	41475153	41488193	41488268
17275	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41488193	41488268	41402123	41402263	41528122	41528200
17276	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41488193	41488268	41474854	41475153	41526253	41526496
17277	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41488193	41488268	41474854	41475153	41528122	41528200
17278	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41526253	41526496	41488193	41488268	41528122	41528780
17279	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41526253	41526500	41474854	41475153	41528122	41529120
17280	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41576407	41576549	41528122	41528200	41589973	41590666
17281	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41580712	41580770	41579977	41580198	41589973	41590648
17282	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41580712	41581402	41579622	41580198	41590219	41592829
17283	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41612559	41612671	41581338	41581402	41613282	41613877
17284	"ENSMUSG00000099380"	"Gm28130"	chrY	-	29559677	29559861	29558659	29559149	29560588	29560770
17285	"ENSMUSG00000032328"	"Tmem30a"	chr9	-	79780540	79780648	79776853	79777331	79792973	79793430
17286	"ENSMUSG00000021373"	"Cap2"	chr13	+	46644730	46644978	46640057	46640122	46646525	46646572
17287	"ENSMUSG00000061701"	"Fbxw20"	chr9	-	109225858	109226068	109224355	109224514	109232268	109232387
17288	"ENSMUSG00000112858"	"Rnf212b"	chr14	+	54819536	54819589	54816485	54816586	54820137	54820212
17289	"ENSMUSG00000112858"	"Rnf212b"	chr14	+	54840266	54840295	54839224	54839285	54841882	54841929
17290	"ENSMUSG00000112858"	"Rnf212b"	chr14	+	54844829	54844861	54842786	54842835	54848296	54848706
17291	"ENSMUSG00000112858"	"Rnf212b"	chr14	+	54844829	54844861	54842786	54842835	54848666	54848706
17292	"ENSMUSG00000053128"	"Rnf26"	chr9	-	44098400	44098594	44095630	44096193	44111441	44113517
17293	"ENSMUSG00000037266"	"Rsrp1"	chr4	+	134925776	134925821	134925292	134925432	134926734	134926818
17294	"ENSMUSG00000032131"	"Abcg4"	chr9	-	44278971	44279114	44278031	44278130	44279302	44279417
17295	"ENSMUSG00000028411"	"Aptx"	chr4	-	40694851	40695136	40693389	40693449	40695376	40695418
17296	"ENSMUSG00000032123"	"Dpagt1"	chr9	+	44327551	44327672	44326550	44327205	44327952	44328166
17297	"ENSMUSG00000015120"	"Ube2i"	chr17	-	25272537	25272765	25269402	25269479	25273320	25273383
17298	"ENSMUSG00000015120"	"Ube2i"	chr17	-	25272537	25272765	25269402	25269479	25273481	25273600
17299	"ENSMUSG00000037709"	"Fam13a"	chr6	-	58944120	58944204	58940120	58940317	58946039	58946135
17300	"ENSMUSG00000037709"	"Fam13a"	chr6	-	59014430	59014621	59003464	59003506	59024311	59024422
17301	"ENSMUSG00000032126"	"Hmbs"	chr9	-	44341625	44341698	44341214	44341264	44342017	44342071
17302	"ENSMUSG00000032114"	"Slc37a4"	chr9	+	44401706	44401769	44401420	44401534	44402072	44402211
17303	"ENSMUSG00000032112"	"Trappc4"	chr9	-	44405242	44405346	44403760	44404460	44406803	44406978
17304	"ENSMUSG00000017400"	"Stac2"	chr11	-	98040916	98041005	98040421	98040519	98041138	98041200
17305	"ENSMUSG00000040614"	"Nlrp9c"	chr7	-	26371988	26372159	26371290	26371461	26375246	26375417
17306	"ENSMUSG00000040614"	"Nlrp9c"	chr7	-	26382281	26382446	26380416	26380581	26384299	26385881
17307	"ENSMUSG00000040614"	"Nlrp9c"	chr7	-	26384299	26385881	26380416	26380581	26403656	26403700
17308	"ENSMUSG00000009927"	"Rps25"	chr9	+	44407987	44408083	44407138	44407757	44408685	44408869
17309	"ENSMUSG00000023723"	"Mrps23"	chr11	+	88205188	88205359	88204387	88204485	88209852	88209930
17310	"ENSMUSG00000023723"	"Mrps23"	chr11	+	88210103	88210230	88209852	88209930	88210649	88210971
17311	"ENSMUSG00000030431"	"Tmem238"	chr7	-	4785474	4785538	4785171	4785279	4789004	4789073
17312	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44688423	44688456	44686303	44687698	44688616	44688702
17313	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44698826	44698871	44697925	44698220	44699346	44699449
17314	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44700945	44701086	44699555	44699696	44703802	44703892
17315	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44701502	44701670	44700945	44701086	44703802	44703892
17316	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44708393	44708522	44707884	44708040	44710922	44710946
17317	"ENSMUSG00000038717"	"Atp5l"	chr9	-	44914650	44914811	44913216	44913466	44920609	44920742
17318	"ENSMUSG00000059890"	"Ube4a"	chr9	-	44937632	44937746	44935326	44935501	44937848	44937949
17319	"ENSMUSG00000059890"	"Ube4a"	chr9	-	44942565	44942870	44941153	44941286	44944804	44944925
17320	"ENSMUSG00000059890"	"Ube4a"	chr9	-	44956541	44956725	44952941	44953172	44959978	44960139
17321	"ENSMUSG00000059890"	"Ube4a"	chr9	-	44963336	44963432	44959978	44960139	44965472	44965543
17322	"ENSMUSG00000059890"	"Ube4a"	chr9	-	44963336	44963432	44959978	44960139	44965484	44965549
17323	"ENSMUSG00000059890"	"Ube4a"	chr9	-	44963363	44963432	44959978	44960139	44965484	44965525
17324	"ENSMUSG00000032091"	"Tmprss4"	chr9	-	45175101	45175244	45173857	45174007	45175458	45175557
17325	"ENSMUSG00000032089"	"Il10ra"	chr9	-	45267099	45267214	45266454	45266642	45269005	45269146
17326	"ENSMUSG00000032089"	"Il10ra"	chr9	-	45267099	45267220	45266454	45266642	45269005	45269149
17327	"ENSMUSG00000028115"	"Bnipl"	chr3	-	95244141	95244273	95242997	95243084	95244984	95245087
17328	"ENSMUSG00000028115"	"Bnipl"	chr3	-	95250166	95250262	95249805	95249870	95250964	95251193
17329	"ENSMUSG00000028115"	"Bnipl"	chr3	-	95250666	95250718	95250166	95250262	95250964	95251136
17330	"ENSMUSG00000025702"	"Marchf8"	chr6	+	116338385	116338490	116338023	116338215	116376692	116376863
17331	"ENSMUSG00000025702"	"Marchf8"	chr6	+	116376135	116376175	116338385	116338490	116376692	116376802
17332	"ENSMUSG00000025702"	"Marchf8"	chr6	+	116376135	116376175	116350932	116350956	116376692	116376802
17333	"ENSMUSG00000025702"	"Marchf8"	chr6	+	116376692	116376863	116338032	116338490	116392523	116392574
17334	"ENSMUSG00000025702"	"Marchf8"	chr6	+	116401336	116402182	116401036	116401122	116403419	116403600
17335	"ENSMUSG00000032087"	"Dscaml1"	chr9	+	45427223	45427340	45426627	45426693	45427449	45427646
17336	"ENSMUSG00000032087"	"Dscaml1"	chr9	+	45732026	45732166	45723374	45723530	45740479	45740633
17337	"ENSMUSG00000043987"	"Cep164"	chr9	-	45781951	45782248	45779689	45779836	45785777	45785921
17338	"ENSMUSG00000043987"	"Cep164"	chr9	-	45784882	45785029	45781951	45782248	45785777	45785921
17339	"ENSMUSG00000043987"	"Cep164"	chr9	-	45785777	45785921	45779689	45779836	45787425	45787511
17340	"ENSMUSG00000043987"	"Cep164"	chr9	-	45805985	45807644	45803172	45803328	45809703	45809908
17341	"ENSMUSG00000043987"	"Cep164"	chr9	-	45826725	45826808	45823645	45823764	45828501	45828639
17342	"ENSMUSG00000003131"	"Pafah1b2"	chr9	-	45975080	45975197	45972941	45973064	45976040	45976130
17343	"ENSMUSG00000003131"	"Pafah1b2"	chr9	-	45983850	45984039	45978655	45978729	45984704	45984827
17344	"ENSMUSG00000034135"	"Sik3"	chr9	+	46195165	46195309	46194819	46194930	46195792	46195870
17345	"ENSMUSG00000034135"	"Sik3"	chr9	+	46204205	46204349	46201999	46202070	46207921	46208072
17346	"ENSMUSG00000109844"	"Gm31816"	chr9	-	47278578	47278929	47270643	47270799	47297164	47297336
17347	"ENSMUSG00000109844"	"Gm31816"	chr9	-	47297164	47297336	47270647	47270799	47360736	47360886
17348	"ENSMUSG00000109844"	"Gm31816"	chr9	-	47360736	47360886	47297164	47297336	47368306	47368649
17349	"ENSMUSG00000032076"	"Cadm1"	chr9	+	47818733	47818817	47813772	47813945	47829376	47829409
17350	"ENSMUSG00000032076"	"Cadm1"	chr9	+	47818733	47818817	47813772	47813945	47848166	47848298
17351	"ENSMUSG00000032076"	"Cadm1"	chr9	+	47829376	47829409	47813772	47813945	47848166	47848298
17352	"ENSMUSG00000032076"	"Cadm1"	chr9	+	47829376	47829409	47818733	47818817	47848166	47848298
17353	"ENSMUSG00000032076"	"Cadm1"	chr9	+	47836716	47836770	47829376	47829409	47848166	47848298
17354	"ENSMUSG00000040482"	"Dxo"	chr17	+	34837900	34838136	34837392	34837754	34838225	34838445
17355	"ENSMUSG00000040482"	"Dxo"	chr17	+	34838225	34838445	34837656	34837754	34838547	34838648
17356	"ENSMUSG00000078716"	"Tmem8b"	chr4	+	43681045	43681314	43680658	43680792	43681958	43682284
17357	"ENSMUSG00000032267"	"Usp28"	chr9	+	49000350	49000428	48985413	48985537	49001507	49001640
17358	"ENSMUSG00000063235"	"Ptpmt1"	chr2	-	90916853	90916911	90913983	90914175	90917428	90917509
17359	"ENSMUSG00000039542"	"Ncam1"	chr9	-	49506852	49507653	49502147	49505563	49508588	49508705
17360	"ENSMUSG00000039542"	"Ncam1"	chr9	-	49550539	49550569	49546157	49546308	49557095	49557238
17361	"ENSMUSG00000032058"	"Ppp2r1b"	chr9	+	50867662	50867797	50867325	50867396	50870062	50870236
17362	"ENSMUSG00000032058"	"Ppp2r1b"	chr9	+	50873196	50873308	50870083	50870236	50873646	50873707
17363	"ENSMUSG00000032058"	"Ppp2r1b"	chr9	+	50891616	50891717	50883473	50883595	50892655	50894229
17364	"ENSMUSG00000032058"	"Ppp2r1b"	chr9	+	50891636	50891717	50883473	50883595	50892655	50892797
17365	"ENSMUSG00000037112"	"Sik2"	chr9	-	50893957	50894081	50892800	50893389	50895343	50895961
17366	"ENSMUSG00000047021"	"Cfap65"	chr1	-	74929254	74929357	74928333	74928500	74933069	74933238
17367	"ENSMUSG00000047021"	"Cfap65"	chr1	-	74931843	74932028	74929254	74929357	74933069	74933238
17368	"ENSMUSG00000020287"	"Mpg"	chr11	+	32229246	32229616	32227751	32227949	32229848	32231244
17369	"ENSMUSG00000097610"	"A930012L18Rik"	chr18	+	44668794	44668890	44661664	44662282	44672222	44672363
17370	"ENSMUSG00000111836"	"4933407I05Rik"	chr9	+	51924101	51924337	51914446	51914559	51924549	51924682
17371	"ENSMUSG00000032030"	"Cul5"	chr9	-	53642517	53642598	53634971	53635065	53642680	53642826
17372	"ENSMUSG00000032030"	"Cul5"	chr9	-	53655653	53655723	53655271	53655371	53658570	53658681
17373	"ENSMUSG00000032030"	"Cul5"	chr9	-	53657957	53658185	53655271	53655371	53658570	53658680
17374	"ENSMUSG00000079109"	"Pms2"	chr5	+	143911920	143912060	143909963	143910079	143913401	143913488
17375	"ENSMUSG00000079109"	"Pms2"	chr5	+	143911925	143912060	143909963	143910079	143913401	143913488
17376	"ENSMUSG00000079109"	"Pms2"	chr5	+	143928098	143928266	143925220	143926073	143928941	143929042
17377	"ENSMUSG00000073971"	"Olfr554"	chr7	+	102639486	102639630	102638431	102638583	102640192	102642555
17378	"ENSMUSG00000032279"	"Idh3a"	chr9	+	54592160	54592255	54589857	54589920	54592393	54592477
17379	"ENSMUSG00000032281"	"Acsbg1"	chr9	-	54643538	54643637	54642595	54642696	54661548	54661695
17380	"ENSMUSG00000032301"	"Psma4"	chr9	+	54951343	54951428	54950814	54950903	54952081	54952108
17381	"ENSMUSG00000032301"	"Psma4"	chr9	+	54952340	54952383	54952081	54952108	54952678	54952841
17382	"ENSMUSG00000032307"	"Ube2q2"	chr9	+	55168202	55168307	55162967	55163069	55176190	55176247
17383	"ENSMUSG00000032314"	"Etfa"	chr9	-	55500991	55501146	55500017	55500164	55512030	55512120
17384	"ENSMUSG00000032318"	"Isl2"	chr9	+	55542396	55542659	55542099	55542289	55544075	55544359
17385	"ENSMUSG00000032320"	"Rcn2"	chr9	+	56045131	56045328	56042574	56042680	56052906	56053020
17386	"ENSMUSG00000032322"	"Pstpip1"	chr9	+	56121934	56122022	56120546	56120653	56122758	56122821
17387	"ENSMUSG00000032329"	"Hmg20a"	chr9	+	56454356	56454469	56418814	56418931	56467357	56467450
17388	"ENSMUSG00000049556"	"Lingo1"	chr9	-	56674422	56674509	56653599	56653832	56685119	56685253
17389	"ENSMUSG00000049556"	"Lingo1"	chr9	-	56685119	56685281	56653681	56653832	56724300	56724345
17390	"ENSMUSG00000049556"	"Lingo1"	chr9	-	56685119	56685281	56674422	56674509	56724300	56724345
17391	"ENSMUSG00000025722"	"Wdr73"	chr7	-	80898502	80898591	80897922	80897987	80900347	80900436
17392	"ENSMUSG00000042557"	"Sin3a"	chr9	+	57081094	57081202	57076375	57076630	57086580	57086801
17393	"ENSMUSG00000042557"	"Sin3a"	chr9	+	57089377	57089554	57086580	57086801	57094436	57094543
17394	"ENSMUSG00000032295"	"Man2c1"	chr9	+	57135444	57135634	57134942	57135267	57136692	57136796
17395	"ENSMUSG00000032295"	"Man2c1"	chr9	+	57136202	57136325	57135444	57135634	57136692	57136799
17396	"ENSMUSG00000032295"	"Man2c1"	chr9	+	57136692	57136799	57135089	57135267	57136957	57137068
17397	"ENSMUSG00000032295"	"Man2c1"	chr9	+	57138847	57138969	57138396	57138520	57139068	57139154
17398	"ENSMUSG00000032295"	"Man2c1"	chr9	+	57138853	57138969	57138396	57138520	57139068	57139154
17399	"ENSMUSG00000032295"	"Man2c1"	chr9	+	57139869	57139964	57139499	57139708	57140198	57140303
17400	"ENSMUSG00000031085"	"Acte1"	chr7	+	143870207	143870389	143869154	143869295	143871732	143871861
17401	"ENSMUSG00000031085"	"Acte1"	chr7	+	143871732	143871861	143870207	143870389	143881165	143881276
17402	"ENSMUSG00000031085"	"Acte1"	chr7	+	143872482	143872777	143871732	143871861	143881165	143881276
17403	"ENSMUSG00000031085"	"Acte1"	chr7	+	143881165	143881276	143871732	143871861	143891659	143891821
17404	"ENSMUSG00000031085"	"Acte1"	chr7	+	143881637	143881716	143881165	143881276	143883589	143884008
17405	"ENSMUSG00000031085"	"Acte1"	chr7	+	143881637	143881716	143881165	143881276	143883923	143884008
17406	"ENSMUSG00000031085"	"Acte1"	chr7	+	143881637	143881716	143881165	143881276	143891659	143891821
17407	"ENSMUSG00000031085"	"Acte1"	chr7	+	143883589	143884008	143881165	143881276	143891659	143891821
17408	"ENSMUSG00000031085"	"Acte1"	chr7	+	143883589	143884008	143881637	143881716	143891659	143891821
17409	"ENSMUSG00000031085"	"Acte1"	chr7	+	143883923	143884008	143881165	143881276	143891659	143891821
17410	"ENSMUSG00000031085"	"Acte1"	chr7	+	143883923	143884008	143881637	143881716	143891659	143891821
17411	"ENSMUSG00000031085"	"Acte1"	chr7	+	143896305	143896487	143894019	143894208	143899681	143900041
17412	"ENSMUSG00000039714"	"Cplx3"	chr9	-	57604716	57604804	57599991	57602461	57605980	57606281
17413	"ENSMUSG00000032312"	"Csk"	chr9	-	57633994	57634045	57631366	57631443	57644994	57645109
17414	"ENSMUSG00000032312"	"Csk"	chr9	-	57652566	57652702	57651930	57651992	57653276	57653471
17415	"ENSMUSG00000055720"	"Ubl7"	chr9	+	57911716	57911825	57911031	57911059	57912637	57912850
17416	"ENSMUSG00000055720"	"Ubl7"	chr9	+	57911716	57911825	57911050	57911171	57912637	57912850
17417	"ENSMUSG00000055720"	"Ubl7"	chr9	+	57917557	57917643	57914553	57914673	57919308	57919391
17418	"ENSMUSG00000038264"	"Sema7a"	chr9	+	57953535	57953678	57940112	57940328	57954169	57954211
17419	"ENSMUSG00000041506"	"Rrp9"	chr9	+	106484439	106484519	106484210	106484356	106485076	106485150
17420	"ENSMUSG00000036986"	"Pml"	chr9	-	58221714	58221865	58218075	58220569	58229354	58229407
17421	"ENSMUSG00000036986"	"Pml"	chr9	-	58221714	58221865	58218085	58220564	58229354	58229407
17422	"ENSMUSG00000036986"	"Pml"	chr9	-	58230490	58230628	58229827	58230086	58233152	58233247
17423	"ENSMUSG00000036986"	"Pml"	chr9	-	58247545	58247681	58247067	58247438	58249540	58249623
17424	"ENSMUSG00000097121"	"D130020L05Rik"	chr12	+	101084283	101084499	101083677	101084025	101088041	101088183
17425	"ENSMUSG00000097121"	"D130020L05Rik"	chr12	+	101086187	101086352	101084283	101084499	101088041	101088179
17426	"ENSMUSG00000074269"	"Rec114"	chr9	-	58657756	58657843	58652849	58653106	58660173	58660371
17427	"ENSMUSG00000032340"	"Neo1"	chr9	-	58902082	58902115	58899164	58899233	58902913	58903108
17428	"ENSMUSG00000025235"	"Bbs4"	chr9	-	59323387	59323589	59321989	59322982	59324036	59324178
17429	"ENSMUSG00000025235"	"Bbs4"	chr9	-	59345799	59345851	59344059	59344139	59353409	59353508
17430	"ENSMUSG00000049526"	"Tmem202"	chr9	-	59525074	59525267	59524717	59524964	59525364	59525458
17431	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740032	59734452	59737868	59750261	59750371
17432	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740032	59734452	59737868	59750577	59750638
17433	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740051	59737261	59737868	59750261	59750371
17434	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740051	59737261	59737868	59750577	59750622
17435	"ENSMUSG00000051705"	"Senp8"	chr9	-	59750261	59750371	59734258	59737868	59750577	59750627
17436	"ENSMUSG00000051705"	"Senp8"	chr9	-	59750261	59750371	59739939	59740032	59750577	59750627
17437	"ENSMUSG00000051705"	"Senp8"	chr9	-	59750261	59750371	59739939	59740051	59750577	59750627
17438	"ENSMUSG00000111761"	"9230112J17Rik"	chr9	-	60528315	60528430	60526382	60526495	60543195	60543260
17439	"ENSMUSG00000042682"	"Selenok"	chr14	+	29970799	29970862	29970025	29970116	29971787	29971871
17440	"ENSMUSG00000000374"	"Trappc10"	chr10	-	78222663	78222860	78220188	78220384	78228778	78228914
17441	"ENSMUSG00000032252"	"Glce"	chr9	-	62088428	62088519	62070014	62070613	62122484	62122609
17442	"ENSMUSG00000078789"	"Dph1"	chr11	-	75180787	75180944	75180560	75180661	75181292	75181312
17443	"ENSMUSG00000032245"	"Cln6"	chr9	+	62840484	62840591	62838791	62838954	62844569	62844684
17444	"ENSMUSG00000032246"	"Calml4"	chr9	+	62858241	62858272	62858103	62858161	62868676	62868817
17445	"ENSMUSG00000032246"	"Calml4"	chr9	+	62858241	62858272	62858103	62858161	62871265	62871454
17446	"ENSMUSG00000032246"	"Calml4"	chr9	+	62868676	62868817	62858133	62858161	62871265	62871454
17447	"ENSMUSG00000032246"	"Calml4"	chr9	+	62868676	62868817	62858241	62858272	62871265	62871454
17448	"ENSMUSG00000024528"	"Srfbp1"	chr18	+	52478536	52478742	52476299	52476372	52479426	52479503
17449	"ENSMUSG00000037860"	"Aim2"	chr1	+	173420570	173420686	173419456	173419555	173427758	173427898
17450	"ENSMUSG00000037860"	"Aim2"	chr1	+	173459697	173459849	173455333	173455615	173461906	173462320
17451	"ENSMUSG00000032401"	"Lctl"	chr9	+	64126700	64126755	64122322	64122418	64126837	64126926
17452	"ENSMUSG00000032400"	"Zwilch"	chr9	-	64149265	64149334	64147269	64147406	64149398	64149427
17453	"ENSMUSG00000032400"	"Zwilch"	chr9	-	64158694	64158766	64156012	64156106	64160820	64160976
17454	"ENSMUSG00000032400"	"Zwilch"	chr9	-	64164346	64164465	64162563	64162763	64165362	64165458
17455	"ENSMUSG00000032400"	"Zwilch"	chr9	-	64164589	64164712	64164346	64164465	64165362	64165458
17456	"ENSMUSG00000032400"	"Zwilch"	chr9	-	64168612	64168664	64165362	64165458	64172817	64172888
17457	"ENSMUSG00000032400"	"Zwilch"	chr9	-	64171468	64171527	64168612	64168664	64172817	64172913
17458	"ENSMUSG00000036466"	"Megf11"	chr9	+	64544593	64544686	64508707	64508808	64638234	64638481
17459	"ENSMUSG00000036466"	"Megf11"	chr9	+	64691220	64691349	64690001	64690130	64691794	64691923
17460	"ENSMUSG00000036466"	"Megf11"	chr9	+	64695013	64695109	64693780	64693997	64695363	64695482
17461	"ENSMUSG00000004771"	"Rab11a"	chr9	-	64725452	64725582	64716705	64716988	64726623	64726710
17462	"ENSMUSG00000004771"	"Rab11a"	chr9	-	64725501	64725582	64715298	64716988	64726623	64726817
17463	"ENSMUSG00000004771"	"Rab11a"	chr9	-	64726623	64726817	64725501	64725582	64737583	64737730
17464	"ENSMUSG00000004771"	"Rab11a"	chr9	-	64728233	64728429	64726623	64726817	64737583	64737623
17465	"ENSMUSG00000032392"	"Parp16"	chr9	+	65235836	65235941	65233668	65233840	65236640	65236782
17466	"ENSMUSG00000042254"	"Cilp"	chr9	+	65269921	65270020	65269524	65269617	65270130	65270400
17467	"ENSMUSG00000041696"	"Rasl12"	chr9	+	65399293	65399797	65398505	65398667	65400918	65400975
17468	"ENSMUSG00000032376"	"Usp3"	chr9	-	66542512	66542613	66540061	66540175	66543945	66544028
17469	"ENSMUSG00000032376"	"Usp3"	chr9	-	66542512	66542626	66540061	66540175	66543945	66544028
17470	"ENSMUSG00000032376"	"Usp3"	chr9	-	66562553	66562685	66547866	66547955	66566842	66566903
17471	"ENSMUSG00000032376"	"Usp3"	chr9	-	66566842	66566903	66547871	66547955	66592783	66592958
17472	"ENSMUSG00000032375"	"Aph1b"	chr9	-	66788198	66788451	66784517	66784645	66789645	66789768
17473	"ENSMUSG00000032375"	"Aph1b"	chr9	-	66789645	66789768	66784517	66784645	66790597	66790668
17474	"ENSMUSG00000036661"	"Dennd3"	chr15	+	73540692	73540848	73537289	73537411	73542719	73542816
17475	"ENSMUSG00000036661"	"Dennd3"	chr15	+	73567985	73568113	73567032	73567166	73568421	73568525
17476	"ENSMUSG00000097623"	"B230323A14Rik"	chr9	+	69829042	69829274	69823518	69823710	69829680	69830845
17477	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70014292	70014491	70012594	70012661	70015291	70015410
17478	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70014922	70015015	70012573	70012661	70015291	70015410
17479	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70015767	70015937	70015291	70015410	70016818	70016923
17480	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70017072	70017191	70016818	70016923	70019388	70019515
17481	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70018679	70018818	70016818	70016923	70019388	70019469
17482	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70018679	70018818	70016818	70017191	70019388	70019469
17483	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70019388	70019515	70016818	70016923	70022436	70022515
